Enddate,Name,Region,ID,Headline,Copyright
20241008,MototiOctopus,PT-BR,0386452744,"Oito braços e muitos segredos","Polvo Mototi, Estreito de Lembeh, Indonésia (© Howard Chew/Alamy)"
20241009,AspensColorado,PT-BR,8036769299,"Colorado em cores","Álamos perto de Marble, Colorado, EUA (© Jason Hatfield/Tandem Stills + Motion)"
20241010,SoranoItaly,PT-BR,8638738713,"A cidade de pedra da Toscana","Sorano, Toscana, Itália (© Luigi Vaccarella/eStock Photo)"
20241011,CelticColours,PT-BR,9042410710,"Celebrando a cultura celta","Cape Breton Highlands, Nova Escócia, Canadá (© Cavan Images/Alamy)"
20241012,FelizDiadasCriancas,PT-BR,6983342881,"Navegando pela imaginação","Brinquedos tradicionais feitos com a fibra da palmeira Miriti, Belém (© Ricardo Lima/Getty Images)"
20241013,AlcazarSeville,PT-BR,9775263782,"Todo o esplendor sevilhano","Pátio das Donzelas, Alcázar de Sevilha, Espanha (© Danny Lehman/Getty Images)"
20241014,CocoBeach,PT-BR,0695922930,"Um entardecer dourado","Barcos de pesca na Praia de Coco em Goa, Índia (© Abhinav Sah/Shutterstock)"
20241015,ElephantTeacher,PT-BR,6921941046,"Seguindo o mestre!","Elefantes africanos no Parque Nacional Tsavo East, Quênia (© Neil Bowman/Minden Pictures)"
20241016,FossilsDorset,PT-BR,5587878603,"Descobrindo mistérios antigos","Fósseis de belemnites e amonites, Costa Jurássica, Dorset, Reino Unido (© Nature Picture Library/Alamy)"
20241017,KochiaJapan,PT-BR,6014250762,"Uma bola de pelúcia do outono japonês","Kochia, Hitachi, Prefeitura de Ibaraki, Japão (© DigiPub/Getty Images)"
20241018,CentralParkAutumn,PT-BR,2757358246,"邂逅秋日的林荫道","曼哈顿中央公园的秋天，纽约，美国 (© mapman/Shutterstock)"
20241019,DenderaTemple,PT-BR,6539845196,"Dia de se conectar com o passado","Templo de Hathor, Complexo do Templo de Dendera, Quena, Egito (© Nick Brundle Photography/Getty Images)"
20241020,SmilingSloth,PT-BR,6480806367,"Aguentando firme","Bicho-preguiça de três dedos na Costa Rica (© Harry Collins/Getty Images)"
20241021,AutumnCypress,PT-BR,6434540619,"Um charme que nasce das águas","Ciprestes no Parque Estadual George L. Smith, Geórgia, EUA (© Chris Moore/TANDEM Stills + Motion)"
20241022,MonsterDoor,PT-BR,8050114747,"Uma entrada monstruosa","Palazzo Zuccari, Roma, Itália (© Photon-Photos/Getty Images)"
20241023,MadameSherriCastle,PT-BR,6347507629,"Uma escada sem destino","Floresta Madame Sherri e o que restou de um antigo castelo, New Hampshire, EUA (© yggdrasill/Shutterstock)"
20241024,GreatOwl,PT-BR,6294923796,"Uma gigante noturna","Coruja-de-chifre Grande (© Mark Newman/Getty Images)"
20241025,MontBlancMassif,PT-BR,6216119824,"“Você me fez; sou tua criação”","Mont Blanc em Chamonix, França (© Simon Schöpf/Getty Images)"
20241026,GhostForest,PT-BR,6077995597,"Uma floresta misteriosa","Floresta Fantasma, Nienhagen, Alemanha (© mauritius images GmbH/Alamy)"
20241027,PolarBearHug,PT-BR,5987210106,"O calor de uma mãe no frio","Urso polar com filhote, Churchill, Manitoba, Canadá (© Design Pics/plainpicture)"
20241028,PumpkinMist,PT-BR,5900196998,"Um passeio pelo campo","Campo de abóboras, Victoria, Colúmbia Britânica, Canadá (© Shaun Cunningham/Alamy)"
20241029,DiadoLivroRJ,PT-BR,5813515082,"Entre no mundo dos livros","Gabinete Real de Leitura, Rio de Janeiro Real Gabinete Português de Leitura (© Lorena Samponi/Shutterstock)"
20241030,HauntedEdinburgh,PT-BR,5740528750,"Viajando no tempo","Vista do Castelo de Edimburgo a partir de um pátio de igreja na Escócia (© Chris Dorney/Alamy)"
20241031,DiadoSaci,PT-BR,3042315379,"Uma neblina misteriosa","Pinheiros de araucária em um amanhecer enevoado, paisagem próxima a Gramado, Rio Grande do Sul (© iStock/Getty Images Plus/Getty Images)"
20241101,VineyardsBlackForestFall,PT-BR,1234639247,"Entre videiras e história","Visão aérea dos vinhedos no outono, Varnhalt, Floresta Negra, Alemanha (© Sabine Gerold/Amazing Aerial Agency)"
20241102,BisonYellowstone,PT-BR,0601244596,"De ameaçado de extinção a símbolo nacional","Bisões americanos no Parque Nacional de Yellowstone, em Wyoming, EUA (© Ian Shive/TANDEM Stills + Motion)"
20241103,YucatanBiosphere,PT-BR,0460941860,"Onde a natureza encontra a sustentabilidade","Ovo de flamingo caribenho no ninho, Reserva da Biosfera Ría Lagartos, Yucatán, México (© Claudio Contreras/Minden Pictures)"
20241104,LencoisMaranhao,PT-BR,0859804056,"Beleza de outro planeta","Pôr do sol no Parque Nacional dos Lençóis Maranhenses, Maranhão, Brasil (© thanosquest/Shutterstock)"
20241105,DiadaLinguaPortuguesa,PT-BR,1619682232,"Riqueza e diversidade linguística","Vista de livros antigos na Biblioteca Nacional Brasileira no Rio de Janeiro (© CHRISTOPHE SIMON/AFP via Getty Images)"
20241106,ShiShiBeach,PT-BR,2103643981,"Os tons do pôr do sol","Praia de Shi Shi no Parque Nacional Olímpico, Washington, EUA (© T.M. Schultze/TANDEM Stills + Motion)"
20241107,CanadaWolves,PT-BR,2357751401,"Ecos da Floresta","Lobos Costeiros de Vancouver na Floresta Tropical Great Bear, Columbia Britânica, Canadá (© Nick Garbutt/Alamy)"
20241108,GlacialRivers,PT-BR,2577171994,"A dança dos rios glaciais","Vista aérea de rios glaciais na Islândia (© rybarmarekk/Shutterstock)"
20241109,MoroccoMilkyWay,PT-BR,2736576550,"Entre as estrelas e a história","Via Láctea, Aït Benhaddou, Marrocos (© Cavan Images/Getty Images)"
20241110,YucatanFlamingos,PT-BR,2968915702,"A dança exuberante dos flamingos","Flamingos caribenhos, Península Yucatán, México (© Claudio Contreras/NPL/Minden Pictures)"
20241111,Banff24,PT-BR,3167336781,"Gelo, aventura e vida selvagem","Pôr do sol no Parque Nacional Banff, Alberta, Canadá (© fywPhoto 云卷云舒/Getty Images)"
20241112,CoveArch,PT-BR,3365210428,"Na sombra dos gigantes de pedra","Double Arch visto através do Cove Arch, Parque Nacional dos Arcos, Utah, EUA (© Jeff Foott/Minden Pictures)"
20241113,KelpForest,PT-BR,4486917005,"Os dançarinos das florestas submersas","Leão-marinho-da-califórnia em uma floresta de algas gigantes, Baja California, México (© Claudio Contreras/Minden Pictures)"
20241114,ManarolaItaly,PT-BR,4966210433,"A história de um penhasco","Manarola, Parque Nacional Cinque Terre, Ligúria, Itália (© John_Silver/Shutterstock)"
20241115,RepublicaBR,PT-BR,7751607802,"O último baile","Palácio da Ilha Fiscal e Pão de Açúcar, Rio de Janeiro (© Rolf Richardson/Alamy Stock Photo)"
20241116,FrieslandNetherlands,PT-BR,8090828736,"Entre o céu, as águas e os lamaçais","Costa do Mar Frísio, perto de Moddergat, Friesland, Países Baixos (© Ron ter Burg/Minden Pictures)"
20241117,RedStag,PT-BR,8362159412,"Majestade entre hemisférios","Veado-vermelho na Floresta Caledoniana, Glen Affric, Terras Altas da Escócia (© Terry Whittaker/Alamy)"
20241118,PorthcawlLighthouse,PT-BR,8599692510,"Luz que resiste ao tempo","Farol de Porthcawl, Sul do País de Gales, Reino Unido (© Leighton Collins/Alamy)"
20241119,TasmansArch,PT-BR,8823523988,"Tempo, o escultor da natureza","Arco de Tasman, Tasmânia, Austrália (© Gary Bell/Minden Pictures)"
20241120,ConscienciaNegraCamelia,PT-BR,9267638631,"Uma flor pela liberdade","Detalhe das pétalas de uma camélia branca (© ASO FUJITA/amanaimagesRF)"
20241121,LionCubs,PT-BR,9649632612,"Um filhote de leão, raio da manhã","Dois filhotes de leão ao nascer do sol, África do Sul (© Ruan Springorum/Getty Images)"
20241122,ZafraCastle,PT-BR,0233064740,"Entre os ecos de batalhas lendárias","Castelo de Zafra, província de Guadalajara, Espanha (© Eduard Gene/Getty Images)"
20241123,FibonacciAloe,PT-BR,0422432793,"O código secreto da natureza","Babosa-espiral, Ilha dos Cangurus, Austrália (© Michael Melford/Alamy)"
20241124,SonomaCoast,PT-BR,0576687853,"Segredos ao entardecer","Parque Estatal da Costa de Sonoma, Califórnia, EUA (© Rachid Dahnoun/Tandem Stills + Motion)"
20241125,AmboseliGiraffes,PT-BR,7213408743,"A vida selvagem na natureza","Girafas Masai no Parque Nacional Amboseli, Quênia (© Art Wolfe/DanitaDelimont.com)"
20241126,TrulliGrove,PT-BR,0953922642,"A tradição milenar das oliveiras","Olival, Vale d'Itria, Puglia, Itália (© Massimo Santi/Shutterstock)"
20241127,SemoisRiver,PT-BR,1104311841,"O descanso final do gigante","Tumba do Gigante durante o outono, Bulhão, Bélgica (© David Briard/Getty)"
20241128,AssiniboineTS,PT-BR,1279222621,"No coração da aventura","Tempestade se dissipando ao pôr do sol, Parque Provincial do Monte Assiniboine, Canadá (© Jeff Lewis/TANDEM Stills + Motion)"
20241129,MtStMichel,PT-BR,7244299173,"Um santuário entre marés e lendas","Monte Saint-Michel, Normandia, França (© Captain Skyhigh/Getty Images)"
20241130,KilchurnAutumn,PT-BR,7553426712,"Refletindo a herança escocesa","Castelo Kilchurn refletido no Lago Awe, Argyll e Bute, Escócia (© Tom Mackie/plainpicture)"
20241201,IcebergsAntarctica,PT-BR,8796328683,"Geleiras que desafiam a ciência","Icebergs, Antártida (© Art Wolfe/DanitaDelimont.com)"
20241202,DiadoSamba,PT-BR,6499916889,"Deixa a cuíca chorar","Wilson Dias da Costa Neto como Rei Momo durante o Carnaval de 2016 no Rio de Janeiro (© Leo Correa/AP Photo)"
20241203,JaipurFort,PT-BR,6821987206,"Sob a sombra dos pilares reais","Sattais Katcheri, Forte de Amber, Rajastão, Índia (© Yury Taranik/Shutterstock)"
20241204,RhinosKenya,PT-BR,7836238197,"Nas fronteiras da preservação","Rinocerontes-brancos machos, Lago Nakuru, Quênia (© Ingo Arndt/Minden Pictures)"
20241205,MonoTufa,PT-BR,8311694912,"Onde a água cria arte","Formação de tufa no Lago Mono, Califórnia, EUA (© Susanna Patras/TANDEM Stills + Motion)"
20241206,HelsinkiDusk,PT-BR,9202274826,"Feliz aniversário, Finlândia!","Centro Histórico de Helsinque, Finlândia (© Oleksiy Mark/Shutterstock)"
20241207,ArraialdoCabo,PT-BR,0624214500,"O charme do Caribe Brasileiro","Pontal do Atalaia em Arraial do Cabo, Rio de Janeiro (© Derson Santana/Shutterstock)"
20241208,ReopeningNotreDame,PT-BR,1092688639,"O retorno de Notre-Dame","Catedral de Notre-Dame, Paris, França (© Julien Fromentin/Getty Images)"
20241209,GuanacosChile,PT-BR,1925841456,"Altitude e atitude","Dois guanacos, Parque Nacional Torres del Paine, Chile (© Floris van Breugel/NPL/Minden Pictures)"
20241210,CornwallSnow,PT-BR,2427033237,"Da Cornualha ao Chuí","Caminho da Costa da Cornualha coberto de neve, Land's End, Cornualha, Inglaterra (© Josef FitzGerald-Patrick/Getty Images)"
20241211,DolomitesSky,PT-BR,2904816987,"O chamado das alturas","Tre Cime di Lavaredo, Itália (© Daniel Maran/Getty Images)"
20241212,WildPoinsettia,PT-BR,3322413388,"Pronta para o feriado","Poinsétia ou Flor de Natal (© David Hosking/NPL/Minden Pictures)"
20241213,DiaNacionaldoForro,PT-BR,8634835181,"Respeita Januário!","Festival no nordeste do Brasil (Bahia) (© Franz Tagore Photographer/Getty Images)"
20241214,NorthernHawkOwl,PT-BR,0335958870,"Dê asas a esta tradição","Coruja-gavião-do-norte, Canadá (© pchoui/Getty Images)"
20241215,MisurinaLake,PT-BR,2880479849,"Um lago de lágrimas","Lago Misurina, Dolomitas, Itália (© Marco Bottigelli/Getty Images)"
20241216,SalzburgSnow,PT-BR,6117595550,"Encanto entre montanhas","Salzburgo, Áustria (© bluejayphoto/Getty Images)"
20241217,ReinefjordenNorway,PT-BR,6626525854,"Contrastes litorâneos","Cabanas tradicionais de pescadores na costa de Reinefjorden, Noruega (© Pilat666/Getty Images)"
20241218,NutcrackerBallet,PT-BR,8706469865,"Você vai amar este balé de Natal","English National Ballet apresentando "O Quebra-Nozes" (© Caroline Holden/Alamy Stock Photo)"
20241219,SibiuRomania,PT-BR,7281120144,"Cidade das luzes","Mercado de Natal de Sibiu, Romênia (© Calin Stan/Alamy)"
20241220,SantaClausVillage,PT-BR,7713817885,"Luzes do Norte, sonhos do Sul","Vila do Papai Noel em Rovaniemi, Lapônia, Finlândia (© Smelov/Shutterstock)"
20241221,InicioVerao2024,PT-BR,9499376932,"Refresco para os olhos","Vista aérea da Ilha Cataguás em Angra dos Reis, Rio de Janeiro (© R.M. Nunes/Alamy Stock Photo)"
20241222,CrystalPier,PT-BR,2585040756,"Areia, surfe e Papai Noel","Árvore de Natal no Crystal Pier, Pacific Beach, San Diego, Califórnia, EUA (© SamAntonioPhotography/Getty Images)"
20241223,FestivusCranes,PT-BR,2027410391,"Quando a natureza se veste de gala","Dois grous-da-manchúria em Kushiro, Hokkaido, Japão (© Wirestock, Inc./Alamy)"
20241224,SantaSnowglobe,PT-BR,1618485340,"Tenha uma noite feliz","Cena de um mercado de Natal na Alemanha (© Cyril Gosselin/Getty Images)"
20241225,ReindeerTrio,PT-BR,1240066422,"Uma manhã tranquila","Renas no Parque Nacional Van Mijenfjorden, Noruega (© Martin Zwick/REDA&amp;CO/Universal Images Group via Getty Images)"
20241226,MouseholeXmas,PT-BR,0836930103,"Luzes coloridas para o anoitecer","Luzes de Natal no porto de Mousehole, Cornualha, Inglaterra (© ianwool/Getty Images)"
20241227,LakeBledSnow,PT-BR,8619122225,"Picos nevados, reflexos gelados","Lago Bled, Eslovênia (© Kesu01/Getty Images)"
20241228,CoralTurtle,PT-BR,9135680807,"Na onda da preservação","Tartaruga-verde nadando no Oceano Pacífico, perto do território francês da Nova Caledônia (© Damsea/Shutterstock)"
20241229,BorobudurBells,PT-BR,9535309352,"Pedras que falam","Templo de Borobudur, Java, Indonésia (© Robertharding/Shutterstock)"
20241230,CorridadeSaoSilvestre,PT-BR,4824975840,"Dia de entrar em ação!","Vista aérea da Avenida Paulista na cidade de São Paulo (© cifotart/Getty Images)"
20241231,RioNewYear,PT-BR,1238586029,"É meia-noite no Rio!","Queima de fogos de Ano-Novo na Praia de Copacabana, Rio de Janeiro, Brasil (© Wagner Meier/Getty Images)"
20250101,PolarBearSwim,PT-BR,1521924393,"Um próspero Ano-Novo","Ursos-polares brincando no Ártico (© Ondrej Prosicky/Shutterstock)"
20250102,ArdezSwitzerland,PT-BR,2038942515,"Uma vila cintilante","Trilhas de estrelas sobre a vila de Ardez, Cantão dos Grisões, Suíça (© Roberto Moiola/Getty Images)"
20250103,TolkienOxford,PT-BR,2782448271,"Mitos além da realidade","Radcliffe Camera e All Souls College, Universidade de Oxford, Inglaterra (© atiger/Shutterstock)"
20250104,VietnamFalls,PT-BR,3430655242,"Nas fronteiras do paraíso","Cataratas de Bản Giốc-Detian no Rio Quây Sơn, Vietnã (© Shane P. White/Minden Pictures)"
20250105,PlumParakeet,PT-BR,4715109832,"A dança das cores","Periquito-cabeça-de-ameixa em Shimoga, Karnataka, Índia (© Hira Punjabi/Alamy)"
20250106,RavennaBasilica,PT-BR,5657717935,"Os reflexos do tempo","Cripta inundada, Basílica de São Francisco, Ravena, Itália (© Andrea Pucci/Getty Images)"
20250107,BouldersNZ,PT-BR,5423530847,"O peso dos anos","Seixos gigantes de Moeraki ao pôr do sol, Ilha do Sul, Nova Zelândia (© Douglas Pearson/eStock Photo)"
20250108,DiaNacionaldoFotografo,PT-BR,5093198767,"Lentes para um mergulho especial","Jacaré (Caiman yacare) bebê visto de baixo (© Luciano Candisani/Minden Pictures)"
20250109,NamibiaDunes,PT-BR,5749717911,"Horizontes em movimento","Dunas de areia de Sossusvlei, deserto do Namibe, Namíbia (© Airpano/Amazing Aerial Agency)"
20250110,BubbleLake,PT-BR,9346398938,"Um artista inesperado","Lago Abraham, Alberta, Canadá (© Basic Elements Photography/Getty Images)"
20250111,MeknesMorocco,PT-BR,7456607348,"Arcos de uma era passada","Heri es-Swani em Mequinez, Marrocos (© Calin Stan/Shutterstock)"
20250112,AniversarioBelem,PT-BR,6953225578,"Terra da tarde molhada de chuva","Cidade de Belém, capital do estado do Pará (© luoman/iStock/Getty Images Plus)"
20250113,CoastalWales,PT-BR,5316082485,"Feliz Hen Galan!","Casa de campo e farol Tŵr Mawr, Ynys Llanddwyn, País de Gales, Reino Unido (© Westend61 on Offset/Shutterstock)"
20250114,CadizSpain,PT-BR,3104311078,"Entre a velha e a nova Andaluzia","Vila de Zahara de la Sierra, Cádiz, Espanha (© SEN LI/Getty Images)"
20250115,TrancosoPraia,PT-BR,2050297915,"Refresco para os olhos","Praia dos Nativos vista de Quadrado, Trancoso, Porto Seguro, Bahia (© Samuel Ericksen/Shutterstock)"
20250116,PinnaclesPeaks,PT-BR,1043285861,"Picos nascidos do fogo","Trilha High Peaks no Parque Nacional Pinnacles, condado de San Benito, Califórnia, EUA (© yhelfman/Getty Images)"
20250117,PelicanPortrait,PT-BR,0622364718,"De papo para o alto","Pelicano-pardo, San Diego, Califórnia, EUA (© Arthur Morris/BIRDS AS ART/Getty Images)"
20250118,WhiteSandsNP,PT-BR,5756772005,"Passos que atravessam os milênios","Pôr do sol no Parque Nacional de White Sands, Novo México, EUA (© Image Professionals GmbH/Alamy)"
20250119,NeptunesGrotto,PT-BR,9754491184,"Uma gruta digna dos deuses","Gruta de Netuno, Sardenha, Itália (© Carlo Murenu/Getty Images)"
20250120,NapoliPizza,PT-BR,8534903906,"Tradição com sotaque brasileiro","Vista do Golfo de Nápoles rumo ao Monte Vesúvio, Itália (© ezypix/Getty Images)"
20250121,DutchSquirrel,PT-BR,7430673566,"Quem está se sentindo "esquiloso"?","Esquilo-vermelho-eurasiático com cogumelo (© Edwin Giesbers/Minden Pictures)"
20250122,PetraMonastery,PT-BR,6925888778,"A beleza da Cidade Perdida","Ad-Deir, Petra, Jordânia (© Punnawit Suwuttananun/Getty Images)"
20250123,DeerValley,PT-BR,5923655325,"Luz, montanhas... e ação!","Deer Valley ao entardecer, Park City, Utah, EUA (© Adventure_Photo/Getty Images)"
20250124,IcelandGeyser,PT-BR,7544029151,"Borbulhando de energia","Gêiser Strokkur na Islândia (© John and Tina Reid/Getty Images)"
20250125,DiaBossaNova,PT-BR,0445068072,"Olha que coisa mais linda","Amanhecer no Rio de Janeiro (© Stanley Chen Xi, landscape and architecture photographer/Getty Images)"
20250126,FrostedBeech,PT-BR,2068604489,"A vida secreta das faias","Floresta de faia-europeia na Bélgica (© Philippe Moes/Minden Pictures)"
20250127,CanyonSnow,PT-BR,4095354589,"Histórias que a terra esculpiu","Templo de Zoroastro, Parque Nacional do Grand Canyon, Arizona, EUA (© Nick Lake/Tandem Stills + Motion)"
20250128,FlyingOwl,PT-BR,5034009033,"A senhora do anoitecer","Coruja-do-nabal caçando na neve (© Dilshan Muthalib/Getty Images)"
20250129,LunarDragon,PT-BR,5484555441,"Feliz Ano Novo Chinês!","Dança do dragão, Wuhan, China (© Miao Jian/Wuhan Morning Post/Visual China Group via Getty Images)"
20250130,BaiadosPorcos,PT-BR,0532087075,"Um banho verde esmeralda","Vista de Baía dos Porcos em Fernando de Noronha (© Reuber Duarte/Getty Images)"
20250131,PlainsZebra,PT-BR,0179432464,"A dança das listras","Zebras-da-planície ao amanhecer, Parque Nacional de Mokala, África do Sul (© EcoPrint/Shutterstock)"
20250201,FestungKonigsteinElbsandsteingebirge,PT-BR,1918003358,"Ecos de resistência","Fortaleza de Königstein, Suíça Saxônica, Alemanha (© Bildagentur-online/Exss/Alamy)"
20250202,AustriaMarmot,PT-BR,3852598184,"Decifrando as estações","Jovem marmota alpina (© Jonas Fichtner-Pflaum/Getty Images)"
20250203,RibbleheadViaduct,PT-BR,4711325256,"Conectando a história, arco por arco","Viaduto Ribblehead e montanha de Ingleborough, North Yorkshire, Inglaterra, Reino Unido (© AWL Images/DanitaDelimont.com)"
20250204,GoldenBridge,PT-BR,5001907624,"Um passeio entre as nuvens","Ponte Dourada, Bà Nà Hills, Da Nang, Vietnã (© Hien Phung Thu/Shutterstock)"
20250205,ScottishSheep,PT-BR,7044869693,"Em busca do pasto perfeito","Ovelha Blackface Escocesa, Aberdeenshire, Escócia (© Mike Powles/Getty Images)"
20250206,WhararikiBeach,PT-BR,7385955178,"Um pacto entre dois mundos","Ilha Archway, Praia Wharariki, Ilha Sul, Nova Zelândia (© Francesco Vaninetti/AWL/plainpicture)"
20250207,BlueNorway,PT-BR,1972445946,"Tudo azul","Hora azul em Trontêmio, Noruega (© Jeanny Mueller/Getty Images)"
20250208,SnowySvaneti,PT-BR,2482598093,"Congeladas no tempo","Torres medievais em Mestia, Suanécia, Geórgia (© photoaliona/Getty Images)"
20250209,AlstromPoint,PT-BR,0066857741,"Um reflexo inventado","Alstrom Point, Lago Powell, Utah, EUA (© T.M. Schultze/TANDEM Stills + Motion)"
20250210,DiaAtletaPro,PT-BR,7651032356,"Desafios em alta velocidade","Oracle Red Bull Racing em São Paulo (© Jared C. Tilton/Staff/Getty Images)"
20250211,YungangGrottoes,PT-BR,2035290844,"Sob os olhos vigilantes da história","Grutas de Yungang, Datong, província de Xanxim, China (© Eric Yang/Getty Images)"
20250212,GalapagosIguana,PT-BR,2320828755,"A revolução da vida","Iguanas-marinhas, Ilhas Galápagos, Equador (© helovi/Getty Images)"
20250213,LakeTyrrell,PT-BR,2696993841,"O sal da terra","Lago Tyrrell, Victoria, Austrália (© Monica Bertolazzi/Getty Images)"
20250214,PelourinhoSalvador,PT-BR,8001944563,"Um passeio colorido","Centro histórico do Pelourinho, Salvador (© golero/Getty Images)"
20250215,Misotsuchi2025,PT-BR,6356787037,"Lágrimas de gelo","Pingentes de gelo em Misotsuchi, Chichibu, Japão (© watayu0821/Shutterstock)"
20250216,HumpbackMother,PT-BR,8222764895,"Protegendo os gigantes do mar","Mãe e filhote de baleia-jubarte, Tonga (© Chase Dekker/Minden Pictures)"
20250217,CatalanPyrenees,PT-BR,8374328758,"Uma fronteira gelada","Coll d'Ares, Pirineus Catalães, Espanha (© CRISTIAN IONUT ZAHARIA/Shutterstock)"
20250218,BlueBelize,PT-BR,3865302067,"O sussurro dos abismos submersos","Grande Buraco Azul, Belize (© JamiesOnAMission/Shutterstock)"
20250219,IceHoleOtter,PT-BR,4179764708,"O termômetro vivo das águas","Lontra-européia, Lelystad, Países Baixos (© Ernst Dirksen/Minden Pictures)"
20250220,CanadaDeer,PT-BR,4320223616,"Florestas coroadas de vida","Cervos-vermelhos, Canadá (© Delbars/Getty Images)"
20250221,ChampakaSarasi,PT-BR,6994277285,"Os reflexos serenos de Shiva","Lago Champaka Sarasi perto de Shimoga, Carnataca, Índia (© Amith Nag Photography/Getty Images)"
20250222,PalaciodeCristalCuritiba,PT-BR,6693947310,"Uma arquitetura cristalina","Atardecer no Jardim Botânico de Curitiba, Paraná (© advjmneto/Getty Images)"
20250223,MtFujiSunrise,PT-BR,7467420125,"No coração da montanha sagrada","Monte Fuji ao amanhecer, Lago Kawaguchi, Japão (© Twenty47studio/Getty Images)"
20250224,GiantCuttlefish,PT-BR,7956763969,"A arte de desaparecer","Chocos-gigantes no Golfo de Spencer, perto de Whyalla, Austrália Meridional (© Gary Bell/Minden Pictures)"
20250225,BryceHoodoos,PT-BR,6923982183,"As vozes ocultas das rochas","Hoodoos de arenito, Parque Nacional de Bryce Canyon, Utah, EUA (© Stephen Matera/TANDEM Stills + Motion)"
20250226,ArgyllStalker,PT-BR,7662239404,"Ilhas que se recordam","Castelo de Stalker no Lago Laich, Argyll, Escócia (© WLDavies/Getty Images)"
20250227,PolarCub,PT-BR,7907251443,"Sob o manto gelado","Polar bear cub, Churchill, Manitoba, Canada (© Eric Baccega/NPL/Minden Pictures)"
20250228,BhutanMonastery,PT-BR,9663296659,"Ano novo nas alturas","Mosteiro Taktsang Palphug, Butão (© Baron Reznik/Getty Images)"
20250301,MaligneLakeJasper,PT-BR,9833593341,"Um lugar congelado no tempo","Aurora boreal sobre a Ilha Spirit no Lago Maligne, Parque Nacional Jasper, Canadá (© Mumemories/Getty Images)"
20250302,EucalyptusForest,PT-BR,0170958199,"Uma vista eucaliptástica","Árvores de eucalipto, Vale Megalong, Parque Nacional das Blue Moutains, Nova Gales do Sul, Austrália (© Andrew Peacock/TANDEM Stills + Motion)"
20250303,Carnaval2024,PT-BR,2466690213,"Dia de folia na avenida","Desfile de Carnaval no Sambódromo, Rio de Janeiro (© Giordano Cipriani/Getty Images)"
20250304,MardiGrasJackson,PT-BR,0441776263,"Samba, confete e jazz","Jackson Square, Nova Orleans, Louisiana, EUA (© SeanPavonePhoto/Getty Images)"
20250305,SuratThani,PT-BR,0610691802,"Um paraíso onde o tempo se perde","Vista aérea do Parque Nacional Khao Sok, Surat Thani, Tailândia (© Peetatham Kongkapech/Getty Images)"
20250306,NevadaBigHorns,PT-BR,0962333839,"Um relacionamento sólido","Carneiros-selvagens no Parque Estadual Vale do Fogo, Nevada, EUA (© Rachid Dahnoun/Cavan Images)"
20250307,PlumBlossom,PT-BR,9744325235,"China em flor","Flores de ameixeira, China (© zhikun sun/Getty Images)"
20250308,FearlessWomen,PT-BR,2238848436,"Escrevendo sua própria história","Estátua da Fearless Girl diante da Bolsa de Valores de Nova York, EUA (© JOHANNES EISELE/AFP via Getty Images)"
20250309,ItalyClock,PT-BR,6894860611,"A inexorável marcha do tempo","Torre do Relógio de São Marcos, Veneza, Itália (© scaliger/Getty Images)"
20250310,AndorinhaodeCascata,PT-BR,6572671128,"Incansáveis voadores","Bando de andorinhões-velhos (Cypseloides senex) em frente às Cataratas do Iguaçu, Paraná (© Angelo Gandolfi/Minden PIctures)"
20250311,NusaPenida,PT-BR,7092841551,"Quando o oceano quebra as regras","Praia Quebrada em Nusa Penida, Bali, Indonésia (© joakimbkk/Getty Images)"
20250312,ChateauLoire,PT-BR,8314992777,"Firme como uma rocha","Castelo de Sully-sur-Loire, Centro-Vale do Loire, França (© StockPhotoAstur/Shutterstock)"
20250313,HoliColors,PT-BR,8231295539,"A primavera dos sentidos","Celebração de Holi em Jaipur, Índia (© powerofforever/Getty Images)"
20250314,BasqueDolmen,PT-BR,6370690979,"Matematicamente equilibrado","Dólmen de Sorginetxe, País Basco, Álava, Espanha (© David Herraez Calzada/plainpicture)"
20250315,ForumRomanum,PT-BR,5979154220,"Vestígios da história","Templo de Saturno no Fórum Romano, Roma, Itália (© Nico De Pasquale Photography/Getty Images)"
20250316,PandaSnow,PT-BR,5155103859,"O mundo em branco e preto","Filhote de panda-gigante na neve, China (© Cheryl Schneider/Alamy)"
20250317,BeckettBridge,PT-BR,3137652720,"Um dia verde... e amarelo!","Ponte Samuel Beckett, Dublin, Irlanda (© Colm Keating/Tandem Stills + Motion)"
20250318,SedonaSpring,PT-BR,2515283879,"Mistérios além do olhar","Formações de rocha vermelha, Sedona, Arizona, EUA (© Jim Ekstrand/Alamy)"
20250319,BlackHeron,PT-BR,1894971609,"Sombra em movimento","Garça-negra caçando com dossel, Parque Nacional de Chobe, Botsuana (© Paul Souders/Minden Pictures)"
20250320,Outono2025,PT-BR,0841637921,"Bem-vindo, Outono!","Barco de pescadores flutuando em um rio durante o pôr do sol (© agustavop/iStock/Getty Images Plus)"
20250321,DanumValley,PT-BR,7219382524,"Vida longa às árvores!","Névoa sobre a floresta tropical de terras baixas, Vale de Danum, Sabá, Bornéu, Malásia (© Nick Garbutt/Alamy)"
20250322,CenoteLilies,PT-BR,8794888130,"Correntes de vida","Vitórias-régias na superfície do Cenote Nicte-Ha, Tulum, México (© Franco Banfi/NPL/Minden Pictures)"
20250323,AniversarioFlorianopolis,PT-BR,1020574641,"O feitiço da Ilha da Magia","Ponte Hercílio Luz ao pôr do sol, Florianópolis, Brasil (© daniel_wiedemann/iStock/Getty Images Plus)"
